"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"3007";"«Харьковская ул.», Востряковский проезд (3007)";"37.6395947";"55.58689302";"Востряковский проезд";"Южный административный округ";"район Бирюлёво Западное";"А635";"Харьковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889087783";"{""coordinates"":[37.6395947,55.58689302],""type"":""Point""}";"";
"3008";"«Востряковский пр., 3», Востряковский проезд (3008)";"37.64104033";"55.58315972";"Востряковский проезд";"Южный административный округ";"район Бирюлёво Западное";"А635";"Востряковский пр., 3";"";"да";"ГУП «Мосгортранс»";"активна";"889087784";"{""coordinates"":[37.64104033,55.58315972],""type"":""Point""}";"";
"3009";"«Востряковский проезд», Булатниковская улица (3009)";"37.6431324539";"55.5805208136";"Булатниковская улица";"Южный административный округ";"район Бирюлёво Западное";"А635; А828";"Востряковский проезд";"";"да";"ГУП «Мосгортранс»";"активна";"889087785";"{""coordinates"":[37.6431324539,55.5805208136],""type"":""Point""}";"";
"3010";"«К/т Бирюсинка», Медынская улица (3010)";"37.64833146";"55.58107784";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А256; А671; А635; А1609; А296; А221; А828";"К/т Бирюсинка";"";"да";"ГУП «Мосгортранс»";"активна";"889087786";"{""coordinates"":[37.64833146,55.58107784],""type"":""Point""}";"";
"3011";"«Управа района Бирюлёво Западное», Медынская улица (3011)";"37.64791486";"55.58211853";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А256; А671; А635; А1609; А296; А221; А828";"Управа района Бирюлёво Западное";"";"да";"ГУП «Мосгортранс»";"активна";"889087787";"{""coordinates"":[37.64791486,55.58211853],""type"":""Point""}";"";
"3012";"«Медынская ул., 12», Медынская улица (3012)";"37.6468648";"55.5848123";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А256; А671; А635; А1609; А296; А221; А828";"Медынская ул., 12";"";"да";"ГУП «Мосгортранс»";"активна";"889087788";"{""coordinates"":[37.6468648,55.5848123],""type"":""Point""}";"";
"3013";"«Харьковская ул., 3», Харьковская улица (3013)";"37.65332559";"55.586535";"Харьковская улица";"Южный административный округ";"район Бирюлёво Западное";"А635";"Харьковская ул., 3";"";"да";"ГУП «Мосгортранс»";"активна";"889087789";"{""coordinates"":[37.65332559,55.586535],""type"":""Point""}";"";
"3014";"«ОВД Бирюлёво Западное», Булатниковский проезд (3014)";"37.65681482";"55.58706418";"Булатниковский проезд";"Южный административный округ";"район Бирюлёво Западное";"А297; А635; А609; А708";"ОВД Бирюлёво Западное";"";"нет";"";"активна";"889087790";"{""coordinates"":[37.65681482,55.58706418],""type"":""Point""}";"";
"3015";"«Булатниковский пр., 10», Булатниковский проезд (3015)";"37.65555339";"55.58929215";"Булатниковский проезд";"Южный административный округ";"район Бирюлёво Западное";"А297; А635; А609; А708";"Булатниковский пр., 10";"";"да";"ГУП «Мосгортранс»";"активна";"889087791";"{""coordinates"":[37.65555339,55.58929215],""type"":""Point""}";"";
"3016";"«Ст. Бирюлево-тов.», Булатниковский проезд (3016)";"37.65238909";"55.59235391";"Булатниковский проезд";"Южный административный округ";"район Бирюлёво Западное";"А297; А635; А609; А708";"Ст. Бирюлево-тов.";"";"да";"ГУП «Мосгортранс»";"активна";"889087792";"{""coordinates"":[37.65238909,55.59235391],""type"":""Point""}";"";
"3017";"«Медынская улица, 4», Медынская улица (3017)";"37.6470205";"55.59096956";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А297; А635; А609; А708";"Медынская улица, 4";"";"да";"ГУП «Мосгортранс»";"активна";"889087793";"{""coordinates"":[37.6470205,55.59096956],""type"":""Point""}";"";
"3018";"«Медынская ул., 8», Медынская улица (3018)";"37.64537439";"55.58907045";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А297; А635; А609; А708";"Медынская ул., 8";"";"да";"ГУП «Мосгортранс»";"активна";"889087794";"{""coordinates"":[37.64537439,55.58907045],""type"":""Point""}";"";
"3019";"«Медынская улица», Медынская улица (3019)";"37.64574591";"55.58678319";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А297; А671; А635; А1609; А296; А221; А828";"Медынская улица";"";"да";"ГУП «Мосгортранс»";"активна";"889087795";"{""coordinates"":[37.64574591,55.58678319],""type"":""Point""}";"";
"3020";"«Медынская ул., 12», Медынская улица (3020)";"37.64669631";"55.58438499";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А297; А671; А635; А1609; А296; А221; А828";"Медынская ул., 12";"";"да";"ГУП «Мосгортранс»";"активна";"889087796";"{""coordinates"":[37.64669631,55.58438499],""type"":""Point""}";"";
"3021";"«Управа района Бирюлёво Западное», Медынская улица (3021)";"37.64736129";"55.58263447";"Медынская улица";"Южный административный округ";"район Бирюлёво Западное";"А297; А671; А635; А1609; А296; А221; А828";"Управа района Бирюлёво Западное";"";"да";"ГУП «Мосгортранс»";"активна";"889087797";"{""coordinates"":[37.64736129,55.58263447],""type"":""Point""}";"";
"3022";"«К/т Бирюсинка», Булатниковская улица (3022)";"37.64742772";"55.58044445";"Булатниковская улица";"Южный административный округ";"район Бирюлёво Западное";"А635; А828";"К/т Бирюсинка";"";"да";"ГУП «Мосгортранс»";"активна";"889087798";"{""coordinates"":[37.64742772,55.58044445],""type"":""Point""}";"";
"3023";"«Востряковский пр., 3», Востряковский проезд (3023)";"37.64057509";"55.58537204";"Востряковский проезд";"Южный административный округ";"район Бирюлёво Западное";"А635";"Востряковский пр., 3";"";"да";"ГУП «Мосгортранс»";"активна";"889087799";"{""coordinates"":[37.64057509,55.58537204],""type"":""Point""}";"";
"3024";"«Харьковская ул.», улица Подольских Курсантов (3024)";"37.63725752";"55.58806764";"улица Подольских Курсантов";"Южный административный округ";"район Бирюлёво Западное";"А671; А635; А1609; А609; А296; А221; А708; А828; А160";"Харьковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889087801";"{""coordinates"":[37.63725752,55.58806764],""type"":""Point""}";"";
"3025";"«Ступинский пр.», улица Подольских Курсантов (3025)";"37.63528842";"55.58917091";"улица Подольских Курсантов";"Южный административный округ";"район Бирюлёво Западное";"А671; А770; А635; А1609; А609; А296; А221; А708; А828; А160";"Ступинский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889087802";"{""coordinates"":[37.63528842,55.58917091],""type"":""Point""}";"";
"3026";"«Ул. Подольских Курсантов, 26», улица Подольских Курсантов (3026)";"37.63601531";"55.59398346";"улица Подольских Курсантов";"Южный административный округ";"район Бирюлёво Западное";"А671; А770; А635; А1609; А609; А296; А221; А708; А828; А160";"Ул. Подольских Курсантов, 26";"";"да";"ГУП «Мосгортранс»";"активна";"889087803";"{""coordinates"":[37.63601531,55.59398346],""type"":""Point""}";"";
"3027";"«Покровское кладб.», улица Подольских Курсантов (3027)";"37.63653098";"55.59677651";"улица Подольских Курсантов";"Южный административный округ";"район Бирюлёво Западное";"А671; А770; А635; А609; А296; А221; А708; А828; А160";"Покровское кладб.";"";"да";"ГУП «Мосгортранс»";"активна";"889087804";"{""coordinates"":[37.63653098,55.59677651],""type"":""Point""}";"";
"3028";"«Ул. Подольских Курсантов, 22», улица Подольских Курсантов (3028)";"37.6370160515";"55.6000297331";"улица Подольских Курсантов";"Южный административный округ";"район Бирюлёво Западное";"А671; А770; А635; А609; А296; А221; А708; А828; А160";"Ул. Подольских Курсантов, 22";"";"да";"ГУП «Мосгортранс»";"активна";"889087805";"{""coordinates"":[37.6370160515,55.6000297331],""type"":""Point""}";"";
"3029";"«МЦД Покровское», улица Подольских Курсантов (3029)";"37.63569418000514";"55.603539059778456";"улица Подольских Курсантов";"Южный административный округ";"район Бирюлёво Западное";"А671; А796; А770; А635; А1609; А609; А296; А708; А828; А160";"МЦД Покровское";"";"да";"ГУП «Мосгортранс»";"активна";"889087806";"{""coordinates"":[37.6356941800051,55.6035390597785],""type"":""Point""}";"";
"3030";"«Замоскворецкое метродепо», Варшавское шоссе (3030)";"37.61996003";"55.64639024";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"А635; А683; А147; А241; АП129; А225; А929; АТ40";"Замоскворецкое метродепо";"";"да";"ГУП «Мосгортранс»";"активна";"889087807";"{""coordinates"":[37.61996003,55.64639024],""type"":""Point""}";"";
"3031";"«Москворецкий рынок (пос.)», Болотниковская улица (3031)";"37.60816327";"55.65628877";"Болотниковская улица";"Южный административный округ";"Нагорный район";"АТ8; АТ52";"Москворецкий рынок (пос.)";"";"да";"ГУП «Мосгортранс»";"активна";"889087808";"{""coordinates"":[37.60816327,55.65628877],""type"":""Point""}";"";
"3032";"«Болотниковская ул., 4», Болотниковская улица (3032)";"37.6137254";"55.65614802";"Болотниковская улица";"Южный административный округ";"Нагорный район";"АТ8; АТ52";"Болотниковская ул., 4";"";"да";"ГУП «Мосгортранс»";"активна";"889087809";"{""coordinates"":[37.6137254,55.65614802],""type"":""Point""}";"";
"3033";"«Болотниковская ул., 1», Болотниковская улица (3033)";"37.61835633";"55.65601635";"Болотниковская улица";"Южный административный округ";"Нагорный район";"АТ8; АТ52";"Болотниковская ул., 1";"";"да";"ГУП «Мосгортранс»";"активна";"889087810";"{""coordinates"":[37.61835633,55.65601635],""type"":""Point""}";"";
"3034";"«Болотниковская ул.», Варшавское шоссе (3034)";"37.61979733";"55.65754082";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АТ8; А142; АП129; А929; АТ40; АТ52";"Болотниковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889087811";"{""coordinates"":[37.61979733,55.65754082],""type"":""Point""}";"";
"3035";"«Театр Шалом», Варшавское шоссе (3035)";"37.61984715";"55.66039264";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АТ8; А142; АП129; А929; АТ40; АТ52";"Театр Шалом";"";"да";"ГУП «Мосгортранс»";"активна";"889087812";"{""coordinates"":[37.61984715,55.66039264],""type"":""Point""}";"";
"3036";"«Симферопольский проезд», Варшавское шоссе (3036)";"37.62104973";"55.66435053";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АТ40; А142; АТ8";"Симферопольский проезд";"";"да";"ГУП «Мосгортранс»";"активна";"889087813";"{""coordinates"":[37.62104973,55.66435053],""type"":""Point""}";"";
"3037";"«Хлебозаводский пр.», Варшавское шоссе (3037)";"37.62533477";"55.66939914";"Варшавское шоссе";"Южный административный округ";"район Нагатино-Садовники";"АТ8; А142; АТ40; Тм16; Тм3";"Хлебозаводский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889087814";"{""coordinates"":[37.62533477,55.66939914],""type"":""Point""}";"";
"3038";"«1-й Нагатинский пр.», Варшавское шоссе (3038)";"37.62646871";"55.67542781";"Варшавское шоссе";"Южный административный округ";"район Нагатино-Садовники";"АН8; АТ8; А751; А142; АТ71; АС8; АО47; АТ40; Тм16; Тм3";"1-й Нагатинский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889087815";"{""coordinates"":[37.62646871,55.67542781],""type"":""Point""}";"";
"3039";"«Нижние Котлы», Варшавское шоссе (3039)";"37.62551736";"55.67798058";"Варшавское шоссе";"Южный административный округ";"район Нагатино-Садовники";"АН8; А164; А298; А742; А751; А142; А275; АС8; АО47; АТ40; АТ71; АТ8";"Нижние Котлы";"";"нет";"";"активна";"889087816";"{""coordinates"":[37.62551736,55.67798058],""type"":""Point""}";"";
"3040";"«Метро Нагатинская», Варшавское шоссе (3040)";"37.62357841";"55.68441771";"Варшавское шоссе";"Южный административный округ";"район Нагатино-Садовники";"А907; АН8; А351; АТ8; А142; А275; А700; АО47; АТ10; АТ40; АТ71";"Метро Нагатинская";"";"да";"ГУП «Мосгортранс»";"активна";"889087817";"{""coordinates"":[37.62357841,55.68441771],""type"":""Point""}";"";
"3041";"«МЦК Верхние Котлы», Варшавское шоссе (3041)";"37.62171054";"55.68969014";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"А907; АН8; А351; АТ8; А142; А275; А700; АО47; АТ10; АТ40; АТ71";"МЦК Верхние Котлы";"";"да";"ГУП «Мосгортранс»";"активна";"889087818";"{""coordinates"":[37.62171054,55.68969014],""type"":""Point""}";"";
"3042";"«Стадион Труд», Варшавское шоссе (3042)";"37.62106257";"55.69640401";"Варшавское шоссе";"Южный административный округ";"Донской район";"А907; А186; АН8; А351; АТ8; АМ5; А142; А44; А275; А700; АО47; АТ10; АТ40; АТ71";"Стадион Труд";"";"да";"ГУП «Мосгортранс»";"активна";"889087819";"{""coordinates"":[37.62106257,55.69640401],""type"":""Point""}";"";
"3043";"«Новоданиловский пр. - Академия водного транспорта», Варшавское шоссе (3043)";"37.6218884";"55.7023698";"Варшавское шоссе";"Южный административный округ";"Донской район";"А186; АН8; АТ8; АМ5; А142; А44; А275; А700; АО47; АТ10; АТ40; АТ71";"Новоданиловский пр. - Академия водного транспорта";"";"да";"ГУП «Мосгортранс»";"активна";"889087820";"{""coordinates"":[37.6218884,55.7023698],""type"":""Point""}";"";
"3044";"«Метро Тульская (южн.)», Большая Тульская улица (3044)";"37.62170311";"55.7089038";"Большая Тульская улица";"Южный административный округ";"Даниловский район";"А275; А9; АО47; АТ10";"Метро Тульская (южн.)";"";"да";"ГУП «Мосгортранс»";"активна";"889087822";"{""coordinates"":[37.62170311,55.7089038],""type"":""Point""}";"";
"3045";"«Метро Тульская (сев.)», Большая Тульская улица (3045)";"37.62215703";"55.71026532";"Большая Тульская улица";"Южный административный округ";"Даниловский район";"А907; АН8; АМ5; АМ6; А700; АО47; АТ71; АТ8";"Метро Тульская (сев.)";"";"да";"ГУП «Мосгортранс»";"активна";"889087823";"{""coordinates"":[37.62215703,55.71026532],""type"":""Point""}";"";
"3046";"«Серпуховская Застава», Подольское шоссе (3046)";"37.62458854";"55.71387425";"Подольское шоссе";"Южный административный округ";"Даниловский район";"АН8; АМ5; АМ6; А700; АТ71; АТ8";"Серпуховская Застава";"";"да";"ГУП «Мосгортранс»";"активна";"889087824";"{""coordinates"":[37.62458854,55.71387425],""type"":""Point""}";"";
"3047";"«Александровские казармы», Подольское шоссе (3047)";"37.62570327";"55.71544578";"Подольское шоссе";"Южный административный округ";"Даниловский район";"АН8; АМ5; АМ6; А700; АТ71; АТ8";"Александровские казармы";"";"да";"ГУП «Мосгортранс»";"активна";"889087825";"{""coordinates"":[37.62570327,55.71544578],""type"":""Point""}";"";
"3048";"«3-й Павловский пер. - Театриум на Серпуховке», Павловская улица (3048)";"37.62780194";"55.71942783";"Павловская улица";"Южный административный округ";"Даниловский район";"АН8; АМ5; АМ6; А700; АТ71; АТ8";"3-й Павловский пер. - Театриум на Серпуховке";"";"да";"ГУП «Мосгортранс»";"активна";"889087826";"{""coordinates"":[37.62780194,55.71942783],""type"":""Point""}";"";
"3049";"«Ул. Павла Андреева», Большая Серпуховская улица (3049)";"37.62770898";"55.72210574";"Большая Серпуховская улица";"Центральный административный округ";"район Замоскворечье";"АН8; АМ5; А632; АМ6; А700; АТ71; АТ8";"Ул. Павла Андреева";"";"да";"ГУП «Мосгортранс»";"активна";"889087827";"{""coordinates"":[37.62770898,55.72210574],""type"":""Point""}";"";
"3050";"«Ин-т им. Вишневского», Большая Серпуховская улица (3050)";"37.62622664";"55.72499391";"Большая Серпуховская улица";"Центральный административный округ";"район Замоскворечье";"А41; АН8; АМ5; А632; АМ6; А700; АТ71; АТ8";"Ин-т им. Вишневского";"";"да";"ГУП «Мосгортранс»";"активна";"889087828";"{""coordinates"":[37.62622664,55.72499391],""type"":""Point""}";"";
"3052";"«Серпуховская пл.», Серпуховская площадь (3052)";"37.62453108";"55.72998554";"Серпуховская площадь";"Центральный административный округ";"район Замоскворечье";"АБК; АМ6; АК; АТ8";"Серпуховская пл.";"";"да";"ГУП «Мосгортранс»";"активна";"889087830";"{""coordinates"":[37.62453108,55.72998554],""type"":""Point""}";"";
"3053";"«1-й Спасоналивковский пер.», улица Большая Полянка (3053)";"37.61994227";"55.73267626";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"1-й Спасоналивковский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889087831";"{""coordinates"":[37.61994227,55.73267626],""type"":""Point""}";"";
"3054";"«1-й Казачий пер.», улица Большая Полянка (3054)";"37.61964964";"55.73472494";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"1-й Казачий пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889087832";"{""coordinates"":[37.61964964,55.73472494],""type"":""Point""}";"";
"3055";"«Метро Полянка», улица Большая Полянка (3055)";"37.61932160466293";"55.736903030935395";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"Метро Полянка";"";"да";"ГУП «Мосгортранс»";"активна";"889087833";"{""coordinates"":[37.6193216046629,55.7369030309354],""type"":""Point""}";"";
"3056";"«Большая Якиманка», улица Большая Полянка (3056)";"37.61738798";"55.73991914";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"Большая Якиманка";"";"да";"ГУП «Мосгортранс»";"активна";"889087834";"{""coordinates"":[37.61738798,55.73991914],""type"":""Point""}";"";
"3057";"«Большая Якиманка», улица Большая Полянка (3057)";"37.61726148";"55.73952391";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"Большая Якиманка";"";"да";"ГУП «Мосгортранс»";"активна";"889087835";"{""coordinates"":[37.61726148,55.73952391],""type"":""Point""}";"";
"3058";"«Метро Полянка», улица Большая Полянка (3058)";"37.6193906";"55.73586852";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"Метро Полянка";"";"да";"ГУП «Мосгортранс»";"активна";"889087836";"{""coordinates"":[37.6193906,55.73586852],""type"":""Point""}";"";
"3059";"«1-й Казачий пер.», улица Большая Полянка (3059)";"37.61936368";"55.73322384";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"1-й Казачий пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889087837";"{""coordinates"":[37.61936368,55.73322384],""type"":""Point""}";"";
"3060";"«Серпуховская пл.», улица Большая Полянка (3060)";"37.62271981";"55.73044364";"улица Большая Полянка";"Центральный административный округ";"район Якиманка";"АМ6; АК; АТ8";"Серпуховская пл.";"";"да";"ГУП «Мосгортранс»";"активна";"889087838";"{""coordinates"":[37.62271981,55.73044364],""type"":""Point""}";"";
"3062";"«3-й Люсиновский пер.», Люсиновская улица (3062)";"37.62219435";"55.72263741";"Люсиновская улица";"Центральный административный округ";"район Замоскворечье";"А41; АН8; АМ5; А632; АМ6; А275; А700; АТ71; АТ8";"3-й Люсиновский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889087839";"{""coordinates"":[37.62219435,55.72263741],""type"":""Point""}";"";
"3064";"«Детская п-ка», Люсиновская улица (3064)";"37.62217293";"55.71725319";"Люсиновская улица";"Южный административный округ";"Даниловский район";"А41; АН8; АМ5; АМ6; А275; А700; АТ71; АТ8";"Детская п-ка";"";"да";"ГУП «Мосгортранс»";"активна";"889087840";"{""coordinates"":[37.62217293,55.71725319],""type"":""Point""}";"";
"3065";"«Даниловский рынок», Люсиновская улица (3065)";"37.62209302";"55.71289872";"Люсиновская улица";"Южный административный округ";"Даниловский район";"АТ71; АТ8";"Даниловский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889087841";"{""coordinates"":[37.62209302,55.71289872],""type"":""Point""}";"";
"3069";"«Метро Нагатинская», Варшавское шоссе (3069)";"37.62293301";"55.68423237";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"А907; АН8; А351; АТ8; А142; А275; А700; АО47; АТ10; АТ40; АТ71";"Метро Нагатинская";"";"да";"ГУП «Мосгортранс»";"активна";"889087842";"{""coordinates"":[37.62293301,55.68423237],""type"":""Point""}";"";
"3071";"«Нижние Котлы», Варшавское шоссе (3071)";"37.62474332";"55.67861735";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АН8; А164; А298; А742; А751; А142; А275; АС8; АО47; АТ40; АТ71; АТ8";"Нижние Котлы";"";"да";"ГУП «Мосгортранс»";"активна";"889087843";"{""coordinates"":[37.62474332,55.67861735],""type"":""Point""}";"";
"3072";"«1-й Нагатинский пр.», Варшавское шоссе (3072)";"37.62597533";"55.6739732";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АН8; А751; А142; АТ40; АТ8";"1-й Нагатинский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889087845";"{""coordinates"":[37.62597533,55.6739732],""type"":""Point""}";"";
"3073";"«Хлебозаводский пр.», Варшавское шоссе (3073)";"37.62399249";"55.66870138";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АН8; АТ40; А142; АТ8";"Хлебозаводский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889087846";"{""coordinates"":[37.62399249,55.66870138],""type"":""Point""}";"";
"3075";"«Театр Шалом», Варшавское шоссе (3075)";"37.61914365";"55.66128825";"Варшавское шоссе";"Южный административный округ";"Нагорный район";"АТ8; А142; АП129; А929; АТ40; АТ52";"Театр Шалом";"";"да";"ГУП «Мосгортранс»";"активна";"889087847";"{""coordinates"":[37.61914365,55.66128825],""type"":""Point""}";"";
"3076";"«Болотниковская ул., 4», Болотниковская улица (3076)";"37.61311211";"55.65639377";"Болотниковская улица";"Южный административный округ";"Нагорный район";"АТ8; АТ52";"Болотниковская ул., 4";"";"да";"ГУП «Мосгортранс»";"активна";"889087848";"{""coordinates"":[37.61311211,55.65639377],""type"":""Point""}";"";
"3077";"«К/т Сатурн», Снежная улица (3077)";"37.64588189";"55.85200224";"Снежная улица";"Северо-Восточный административный округ";"район Свиблово";"А628; А61; А428; АН6; А195";"К/т Сатурн";"";"да";"ГУП «Мосгортранс»";"активна";"889087849";"{""coordinates"":[37.64588189,55.85200224],""type"":""Point""}";"";
"3078";"«К/т Сатурн», Снежная улица (3078)";"37.64729495";"55.85241514";"Снежная улица";"Северо-Восточный административный округ";"район Свиблово";"А628; А61; А428; АН6; А195";"К/т Сатурн";"";"да";"ГУП «Мосгортранс»";"активна";"889087850";"{""coordinates"":[37.64729495,55.85241514],""type"":""Point""}";"";
"3079";"«Огородный проезд», улица Добролюбова (3079)";"37.59149241";"55.81945409";"улица Добролюбова";"Северо-Восточный административный округ";"Бутырский район";"А85; А239; А23; АТ3";"Огородный проезд";"";"да";"ГУП «Мосгортранс»";"активна";"889087851";"{""coordinates"":[37.59149241,55.81945409],""type"":""Point""}";"";
"3080";"«Ул. Гончарова», улица Добролюбова (3080)";"37.59307444";"55.81461396";"улица Добролюбова";"Северо-Восточный административный округ";"Бутырский район";"А239; А126; А12; АС532; АТ3";"Ул. Гончарова";"";"да";"ГУП «Мосгортранс»";"активна";"889087852";"{""coordinates"":[37.59307444,55.81461396],""type"":""Point""}";"";
"3082";"«Метро Марьина Роща - Театр Сатирикон», Шереметьевская улица (3082)";"37.6158583";"55.79686803";"Шереметьевская улица";"Северо-Восточный административный округ";"район Марьина Роща";"А15; А19; А126; А24; А24К; АН6; АТ13";"Метро Марьина Роща - Театр Сатирикон";"";"да";"ГУП «Мосгортранс»";"активна";"889087853";"{""coordinates"":[37.6158583,55.79686803],""type"":""Point""}";"";
"3083";"«Лазаревский пер.», улица Советской Армии (3083)";"37.6161629709";"55.7919319835";"улица Советской Армии";"Северо-Восточный административный округ";"район Марьина Роща";"А15; А19; А24; АН6; АТ13";"Лазаревский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889087854";"{""coordinates"":[37.6161629709,55.7919319835],""type"":""Point""}";"";
"3084";"«Ул. Советской Армии», Трифоновская улица (3084)";"37.61734493";"55.7884165";"Трифоновская улица";"Центральный административный округ";"Мещанский район";"А19; А810; А24";"Ул. Советской Армии";"";"нет";"";"активна";"889087855";"{""coordinates"":[37.61734493,55.7884165],""type"":""Point""}";"";
"3085";"«Олимпийский просп.», Трифоновская улица (3085)";"37.6212533179";"55.7885668099";"Трифоновская улица";"Центральный административный округ";"Мещанский район";"А19; А810; А24";"Олимпийский просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889087856";"{""coordinates"":[37.6212533179,55.7885668099],""type"":""Point""}";"";
"3086";"«Олимпийский просп.», Трифоновская улица (3086)";"37.62154439";"55.78879984";"Трифоновская улица";"Центральный административный округ";"Мещанский район";"А19; А810; А24";"Олимпийский просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889087857";"{""coordinates"":[37.62154439,55.78879984],""type"":""Point""}";"";
"3087";"«Ул. Советской Армии», улица Советской Армии (3087)";"37.6167063";"55.78941108";"улица Советской Армии";"Центральный административный округ";"Мещанский район";"А15; А19; А24; АН6; АТ13";"Ул. Советской Армии";"";"да";"ГУП «Мосгортранс»";"активна";"889087858";"{""coordinates"":[37.6167063,55.78941108],""type"":""Point""}";"";
"3088";"«Лазаревский пер.», улица Советской Армии (3088)";"37.6165487";"55.79162271";"улица Советской Армии";"Центральный административный округ";"Мещанский район";"А15; А19; А24; АН6; АТ13";"Лазаревский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889087859";"{""coordinates"":[37.6165487,55.79162271],""type"":""Point""}";"";
"3089";"«Метро Марьина Роща», Шереметьевская улица (3089)";"37.61640108";"55.79389958";"Шереметьевская улица";"Северо-Восточный административный округ";"район Марьина Роща";"А15; А19; АН6; АТ13";"Метро Марьина Роща";"";"да";"ГУП «Мосгортранс»";"активна";"889087860";"{""coordinates"":[37.61640108,55.79389958],""type"":""Point""}";"";
"3090";"«Метро Марьина Роща - Театр Сатирикон», Шереметьевская улица (3090)";"37.61622297";"55.79705217";"Шереметьевская улица";"Северо-Восточный административный округ";"район Марьина Роща";"А15; А19; А24; А24К; АН6; АТ13";"Метро Марьина Роща - Театр Сатирикон";"";"да";"ГУП «Мосгортранс»";"активна";"889087861";"{""coordinates"":[37.61622297,55.79705217],""type"":""Point""}";"";
"3091";"«Ул. Гончарова», улица Добролюбова (3091)";"37.59377086";"55.81511561";"улица Добролюбова";"Северо-Восточный административный округ";"Бутырский район";"А239; А126; А12; АС532; АТ3";"Ул. Гончарова";"";"да";"ГУП «Мосгортранс»";"активна";"889087862";"{""coordinates"":[37.59377086,55.81511561],""type"":""Point""}";"";
"3092";"«Огородный пр.», улица Добролюбова (3092)";"37.59261757";"55.81842195";"улица Добролюбова";"Северо-Восточный административный округ";"Бутырский район";"А85; А239; А23; АТ3";"Огородный пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889087863";"{""coordinates"":[37.59261757,55.81842195],""type"":""Point""}";"";
"3094";"«К/т Ашхабад», Днепропетровская улица (3094)";"37.59396605";"55.62380949";"Днепропетровская улица";"Южный административный округ";"район Чертаново Северное";"А674; А674К; АП129; Ас977; А929";"К/т Ашхабад";"";"да";"ГУП «Мосгортранс»";"активна";"889087864";"{""coordinates"":[37.59396605,55.62380949],""type"":""Point""}";"";
"3095";"«Днепропетровская ул., 17», Днепропетровская улица (3095)";"37.58696831";"55.62306693";"Днепропетровская улица";"Южный административный округ";"район Чертаново Центральное";"А674; А674К; АП129; Ас977; А929";"Днепропетровская ул., 17";"";"да";"ГУП «Мосгортранс»";"активна";"889087865";"{""coordinates"":[37.58696831,55.62306693],""type"":""Point""}";"";
"3096";"«Школа», Днепропетровская улица (3096)";"37.58423066";"55.62111395";"Днепропетровская улица";"Южный административный округ";"район Чертаново Центральное";"А674; А674К; АП129; Ас977; А929";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889087866";"{""coordinates"":[37.58423066,55.62111395],""type"":""Point""}";"";
